ORIG_AIRPORT_CD,DEST_AIRPORT_CD,CARRIER_CD,SUB_CLASS_CD,SUB_CLASS_PRICE,CLASS_CD,CURRENCY
TAO,LZO,MU ,V,670,Y,CNY       
LZO,TSN,MU ,D,2420,C,CNY       
DLC,TYN,HU ,K,1020,Y,CNY       
CSX,TAO,KY ,W,780,Y,CNY       
LZO,NKG,3U ,H,1120,Y,CNY       
HGH,WUH,MF ,H,900,Y,CNY       
KWL,XIY,HU ,Y,1180,Y,CTP       
TNA,YIW,MU ,N,610,Y,CNY       
DLC,NGB,JD ,T,320,Y,CNY       
XIY,DYG,MU ,K,480,Y,CNY       
KWL,LHW,MU ,L,860,Y,CNY       
XIY,NNG,ZH ,C,3420,C,CNY       
XIY,KWL,JD ,H,1080,Y,CNY       
NNG,XIY,GS ,K,1370,Y,CNY       
CGO,NGB,Y8 ,M,680,Y,CNY       
XMN,CZX,3U ,R,420,Y,CNY       
CKG,TNA,G5 ,S,940,Y,CNY       
KWE,LHW,DZ ,J,900,Y,CNY       
TNA,CKG,PN ,V,850,Y,CNY       
DLC,NGB,MU ,L,640,Y,CNY       
TNA,XMN,MF ,Y,1570,Y,CNY       
LHW,KWL,HU ,M,990,Y,CNY       
TAO,CSX,BK ,Q,1020,Y,CNY       
XIY,NNG,9H ,U,610,Y,CNY       
TAO,NKG,HO ,P,4800,F,CNY       
KWE,NGB,MU ,P,1510,Y,CNY       
XIY,NNG,MU ,V,450,Y,CNY       
HRB,HFE,LT ,E,810,/,CNY       
BPE,PVG,FM ,F,3520,F,CNY       
CSX,TAO,JD ,X,870,Y,CNY       
KWE,NGB,Y8 ,X,830,Y,CNY       
TYN,DLC,CA ,G,1250,Y,CNY       
WUH,HGH,CA ,F,1630,F,CNY       
KWE,LHW,DZ ,H,1100,Y,CNY       
WUH,DSN,HU ,B,1210,Y,CNY       
TNA,CKG,G5 ,L,830,Y,CNY       
TYN,DLC,MU ,S,530,Y,CNY       
TAO,NKG,HO ,B,1090,Y,CNY       
WUH,HGH,8C ,S,460,Y,CNY       
NGB,CKG,CZ ,L,1170,Y,CTP       
HFE,HRB,HU ,H,1550,Y,CNY       
HFE,HRB,JR ,B,1820,Y,CNY       
TAO,YCU,MU ,N,660,Y,CNY       
TVS,PVG,FM ,I,1520,C,CNY       
INC,HFE,DZ ,M,1220,Y,CNY       
TAO,KWE,EU ,M,1450,Y,CNY       
DLC,LHW,MU ,J,3760,C,CNY       
TNA,CKG,ZH ,Y,1780,Y,CNY       
WUT,PVG,FM ,W,1460,Y,CNY       
TAO,LZO,MU ,E,1370,Y,CNY       
SHE,YNT,CA ,U,870,Y,CNY       
YNJ,YNT,SC ,C,1800,C,CNY       
YNT,SHE,ZH ,Y,900,Y,CNY       
CGO,NGB,MU ,V,380,Y,CNY       
XIY,KWL,GS ,B,1090,Y,CNY       
LHW,DLC,MU ,Y,1880,Y,CNY       
DYG,XIY,JD ,V,390,Y,CNY       
CKG,NGB,CA ,J,3120,C,CNY       
WEH,XIY,MU ,N,750,Y,CNY       
DLC,NGB,GJ ,Z,490,Y,CNY       
KWL,XIY,JD ,V,620,Y,CTP       
HGH,WUH,MU ,D,1580,C,CNY       
DLC,NGB,CA ,B,1110,Y,CNY       
TAO,YCU,MU ,E,870,Y,CNY       
PVG,LYI,FM ,J,2110,C,CNY       
LZO,TSN,MU ,W,1790,Y,CNY       
TYN,DLC,HU ,T,400,Y,CTP       
CGO,LZO,3U ,Y,1290,Y,CNY       
CGO,NGB,FM ,L,710,Y,CNY       
TAO,CSX,MU ,C,2110,C,CNY       
LZO,NKG,8L ,Q,530,Y,CNY       
TSN,LZO,MF ,Q,1090,Y,CNY       
PVG,LZH,MU ,E,1290,Y,CNY       
TYN,DLC,FU ,L,910,Y,CNY       
XIY,WEH,MU ,J,2870,C,CNY       
XIY,DYG,JD ,M,490,Y,CNY       
TYN,DLC,CA ,U,1010,Y,CNY       
DLC,NGB,MF ,J,3080,C,CNY       
YNT,SHE,SC ,H,870,Y,CNY       
CKG,TNA,DZ ,J,4050,C,CNY       
INC,HFE,MU ,S,580,Y,CNY       
HFE,DSN,KN ,I,300,/,CNY       
TAO,CSX,HO ,E,500,Y,CNY       
HFE,HRB,3U ,N,630,Y,CNY       
CGO,KWL,CZ ,U,910,Y,CNY       
HGH,WUH,MF ,J,2280,C,CNY       
TAO,CSX,BK ,Y,1620,Y,CNY       
TAO,NKG,QW ,Q,720,Y,CNY       
PVG,WXN,FM ,E,1290,Y,CNY       
DLC,LHW,MF ,L,1490,Y,CNY       
SHE,YNT,KY ,W,490,Y,CNY       
INC,HFE,QW ,Z,570,Y,CNY       
YNT,YNJ,A6 ,G,810,Y,CNY       
NNG,XIY,BK ,N,1480,Y,CNY       
BPE,PVG,FM ,M,1280,Y,CNY       
SHE,YNT,3U ,R,430,Y,CNY       
YNT,SHE,CA ,J,2650,C,CNY       
WEH,XIY,MU ,M,1190,Y,CNY       
DSN,HFE,SC ,L,850,Y,CNY       
NGB,MIG,9C ,X,1020,Y,CTP       
WUH,DSN,HU ,Y,1310,Y,CNY       
TAO,KWE,MU ,U,4440,C,CNY       
PVG,MIG,CA ,B,1630,Y,CNY       
FUG,PVG,KN ,L,460,/,CNY       
LHW,DLC,9C ,E,860,Y,CTP       
CKG,TNA,HU ,U,400,Y,CTP       
HFE,INC,KY ,Y,1570,Y,CNY       
LHW,DLC,DR ,K,1130,Y,CNY       
PVG,TVS,FM ,F,3260,F,CNY       
DLC,NGB,8L ,H,1130,Y,CNY       
TAO,CSX,MF ,B,1520,Y,CNY       
LZO,PVG,HO ,K,510,Y,CTP       
KWE,NGB,MU ,E,1070,Y,CNY       
YNZ,KHN,JD ,Y,910,Y,CNY       
TNA,CKG,SC ,Z,710,Y,CNY       
CAN,LUM,MU ,L,1260,Y,CNY       
TAO,NKG,SC ,L,900,Y,CNY       
XIY,NNG,GX ,A,810,Y,CNY       
YNT,SHE,MU ,M,650,Y,CNY       
LZO,WUH,MU ,U,2380,C,CNY       
INC,HFE,MU ,Q,1860,C,CNY       
CGO,KWL,FM ,W,1280,Y,CNY       
LZO,PVG,HO ,B,1690,Y,CNY       
TNA,YCU,MU ,N,380,Y,CNY       
HRB,HFE,PN ,X,1090,Y,CNY       
BPE,PVG,FM ,U,3200,F,CNY       
KWL,CGO,DZ ,A,940,Y,CNY       
PVG,YBP,FM ,D,1730,C,CNY       
TYN,DLC,MU ,Y,1250,Y,CNY       
HGH,WUH,MF ,B,860,Y,CNY       
CGO,KWL,FM ,Y,1280,Y,CNY       
HGH,WUH,MU ,L,510,Y,CNY       
TNA,CKG,MF ,N,1170,Y,CNY       
DLC,LHW,G5 ,G,1200,Y,CNY       
KWE,NGB,Y8 ,K,1160,Y,CNY       
YNZ,KHN,JD ,U,270,Y,CNY       
XNN,HFE,PN ,U,570,Y,CNY       
XIY,KWL,GS ,M,710,Y,CNY       
TAO,CSX,KY ,V,930,Y,CNY       
PVG,DYG,HO ,E,430,Y,CNY       
SHE,YNT,A6 ,F,2550,F,CNY       
ZQZ,PVG,MU ,W,1390,Y,CNY       
CKG,TNA,MF ,K,1260,Y,CNY       
CSX,TAO,MU ,M,1200,Y,CNY       
XIY,JIC,MU ,U,2080,C,CNY       
KWL,CGO,EU ,G,900,Y,CNY       
NGB,KWE,CZ ,S,990,Y,CTP       
KWE,NGB,GY ,U,520,Y,CNY       
TAO,CSX,A6 ,G,1620,Y,CNY       
INC,HFE,SC ,W,1430,Y,CNY       
KWE,NGB,GY ,Y,1680,Y,CNY       
SHE,YNT,RY ,N,700,Y,CNY       
CGO,NGB,GT ,B,1040,Y,CNY       
TAO,KWE,HU ,K,1470,Y,CNY       
LZO,CGO,3U ,R,520,Y,CNY       
YNT,YNJ,A6 ,N,870,Y,CNY       
KWE,NGB,QW ,V,840,Y,CNY       
CKG,NGB,PN ,A,700,Y,CTP       
HFE,HRB,ZH ,G,1840,Y,CNY       
CGO,NGB,ZH ,U,920,Y,CNY       
XIY,KWL,SC ,L,840,Y,CNY       
PVG,FUG,MU ,N,380,Y,CNY       
SHE,YNT,DR ,K,710,Y,CNY       
LHW,KWL,CZ ,V,810,Y,CNY       
NNG,XIY,MU ,P,1780,Y,CNY       
DLC,LHW,GS ,V,900,Y,CNY       
KWE,NGB,EU ,G,1180,Y,CNY       
YNT,NGB,MU ,I,1340,C,CNY       
YZY,XIY,GS ,K,940,Y,CNY       
LHW,KWE,EU ,R,600,Y,CNY       
NGB,DLC,CZ ,U,910,Y,CTP       
WUH,HGH,CZ ,T,330,Y,CTP       
WUH,HGH,MF ,K,670,Y,CNY       
PVG,LZH,MU ,U,3880,C,CNY       
TAO,CSX,HU ,K,1230,Y,CNY       
PVG,FUG,FM ,Q,910,C,CNY       
KWL,CGO,CZ ,F,5120,F,CNY       
LUM,CAN,CZ ,E,920,Y,CNY       
TYN,DLC,CA ,J,3110,C,CNY       
INC,HFE,PN ,U,430,Y,CNY       
TAO,CSX,QW ,Z,710,Y,CNY       
PVG,DSN,MU ,D,2480,C,CNY       
TYN,DLC,MU ,R,590,Y,CNY       
XIY,NNG,KY ,Y,1800,Y,CNY       
LHW,KWE,HU ,M,830,Y,CNY       
PVG,JNZ,FM ,K,1020,Y,CNY       
DYG,PVG,MU ,V,450,Y,CNY       
ZQZ,PVG,MU ,E,1110,Y,CNY       
CZX,XMN,SC ,H,810,Y,CNY       
HRB,HFE,CZ ,U,1050,Y,CNY       
DLC,TYN,KY ,E,540,Y,CNY       
DLC,NGB,8L ,N,570,Y,CNY       
DLC,TYN,BK ,M,1070,Y,CNY       
LHW,KWE,MU ,V,320,Y,CNY       
CKG,TNA,HU ,T,360,Y,CTP       
NNG,XIY,9H ,H,1510,Y,CNY       
DLC,TYN,CZ ,F,5000,F,CNY       
WUH,HGH,CA ,M,620,Y,CNY       
XIY,WEH,MU ,V,540,Y,CNY       
CZX,XMN,MU ,W,1000,Y,CNY       
YNJ,YNT,A6 ,R,500,Y,CNY       
CKG,TNA,MF ,H,1770,Y,CNY       
TAO,NKG,A6 ,N,900,Y,CNY       
LZO,TAO,MU ,V,670,Y,CNY       
DAT,PVG,MU ,R,840,Y,CNY       
TYN,DLC,EU ,K,440,Y,CNY       
CSX,TAO,HU ,W,1620,Y,CNY       
LZO,NKG,MF ,H,1390,Y,CNY       
HGH,WUH,GJ ,H,800,Y,CNY       
XIY,KWL,MU ,Y,1180,Y,CNY       
INC,HFE,9C ,K,1160,Y,CTP       
DYG,XIY,MU ,K,480,Y,CNY       
LHW,KWL,HU ,L,1120,Y,CNY       
NNG,XIY,ZH ,C,3420,C,CNY       
KWL,XIY,JD ,H,1068,Y,CTP       
LZO,CGO,MU ,F,2840,F,CNY       
YCU,TAO,MU ,L,710,Y,CNY       
LYI,PVG,MU ,D,1260,C,CNY       
CKG,TNA,OQ ,S,720,Y,CNY       
DSN,HFE,MU ,Y,1210,Y,CNY       
CKG,TNA,CA ,V,1140,Y,CNY       
DLC,NGB,GJ ,L,860,Y,CNY       
TNA,XMN,ZH ,Y,1570,Y,CNY       
KWL,LHW,HU ,M,990,Y,CNY       
CSX,TAO,SC ,Q,1040,Y,CNY       
NNG,XIY,9H ,U,610,Y,CNY       
CKG,NGB,3U ,W,920,Y,CTP       
YNT,NGB,SC ,Y,940,Y,CNY       
NNG,XIY,VD ,V,810,Y,CNY       
HFE,HRB,LT ,E,810,/,CNY       
PVG,BPE,FM ,F,3520,F,CNY       
TAO,CSX,JD ,X,870,Y,CNY       
KWE,TAO,EU ,E,970,Y,CNY       
DLC,TYN,EU ,G,890,Y,CNY       
HGH,WUH,CZ ,F,3320,F,CNY       
LHW,KWE,DZ ,H,1100,Y,CNY       
WNZ,LZO,MU ,D,2400,C,CNY       
CKG,TNA,MF ,L,1350,Y,CNY       
TAO,NKG,SC ,B,1140,Y,CNY       
WUH,HGH,CA ,S,320,Y,CNY       
CKG,NGB,GJ ,L,1320,Y,CNY       
HRB,HFE,HU ,H,1550,Y,CNY       
HRB,HFE,CA ,B,1820,Y,CNY       
YCU,TAO,MU ,N,660,Y,CNY       
YCU,PVG,MU ,I,1430,C,CNY       
HFE,INC,DZ ,M,1220,Y,CNY       
WUH,DSN,MU ,L,860,Y,CNY       
LHW,DLC,MU ,J,3760,C,CNY       
CKG,TNA,ZH ,Y,1780,Y,CNY       
YCU,TAO,MU ,P,1070,Y,CNY       
HGH,WUH,MU ,C,1750,C,CNY       
YNT,SHE,RY ,U,220,Y,CNY       
YNJ,YNT,MU ,C,2330,C,CNY       
YNT,SHE,DR ,Y,1180,Y,CNY       
CGO,NGB,FM ,V,440,Y,CNY       
XIY,KWL,SC ,B,1070,Y,CNY       
LHW,DLC,9C ,Y,1880,/,CNY       
DYG,XIY,9H ,V,390,Y,CNY       
XIY,BAV,DR ,N,550,Y,CNY       
XIY,WEH,MU ,N,750,Y,CNY       
DLC,NGB,CA ,Z,1230,C,CNY       
XIY,KWL,3U ,V,530,Y,CNY       
XIY,DYG,JD ,X,440,Y,CNY       
DLC,NGB,DZ ,B,1110,Y,CNY       
KWE,TAO,HO ,U,1560,Y,CNY       
CKG,NGB,3U ,Y,1710,Y,CNY       
PVG,ZYI,MU ,E,1200,Y,CNY       
CZX,XMN,KN ,L,650,/,CNY       
XIY,NNG,3U ,F,5400,F,CNY       
WUH,HGH,MF ,R,380,Y,CTP       
DLC,LHW,MU ,Q,2440,C,CNY       
TAO,CSX,BK ,B,1510,Y,CNY       
PVG,LYI,FM ,R,500,Y,CNY       
KWL,CGO,GT ,N,590,Y,CTP       
YBP,PVG,FM ,I,1650,C,CNY       
KWE,NGB,3U ,H,1220,Y,CNY       
HYN,XIY,9H ,X,830,Y,CNY       
INC,HFE,PN ,V,690,Y,CNY       
LHW,KWL,SC ,Y,1710,Y,CNY       
INC,HFE,DZ ,Q,860,Y,CNY       
HGH,WUH,MF ,Q,580,Y,CNY       
DAT,PVG,MU ,K,1190,Y,CNY       
SHE,YNT,DR ,T,350,Y,CNY       
LHW,KWE,EU ,C,1960,C,CNY       
TAO,CSX,MU ,I,1660,C,CNY       
DLC,TYN,CZ ,Y,1250,Y,CNY       
ZQZ,PVG,MU ,B,1380,Y,CNY       
CGO,KWL,PN ,Y,1280,Y,CNY       
WNZ,LZO,MU ,U,3560,C,CNY       
CSX,TAO,MF ,U,570,Y,CTP       
NGB,DLC,8L ,X,730,Y,CTP       
HRB,HFE,3U ,V,900,Y,CNY       
XIY,HYN,KY ,G,1540,Y,CNY       
KWE,LHW,3U ,N,470,Y,CNY       
XIY,KWL,JD ,M,770,Y,CNY       
KWE,NGB,EU ,F,3360,F,CNY       
DLC,LHW,MU ,P,1860,Y,CNY       
CKG,TNA,CA ,W,960,Y,CNY       
NGB,CKG,CA ,K,400,Y,CTP       
YCU,TNA,MU ,P,930,Y,CNY       
XMN,TNA,MU ,S,500,Y,CNY       
LZO,TSN,MU ,R,900,Y,CNY       
HFE,DSN,MU ,M,1130,Y,CNY       
DLC,TYN,EU ,H,1010,Y,CNY       
PVG,ZYI,MU ,N,720,Y,CNY       
HFE,XNN,PN ,A,650,Y,CNY       
CGO,NGB,SC ,B,1030,Y,CNY       
LHW,KWL,MU ,D,2230,C,CNY       
LHW,KWE,3U ,K,540,Y,CNY       
KWE,NGB,MU ,V,440,Y,CNY       
LHW,KWE,DZ ,P,480,Y,CNY       
WUT,PVG,FM ,F,3530,F,CNY       
KHN,YNZ,MU ,D,1390,C,CNY       
KWE,LHW,CZ ,E,750,Y,CNY       
SHE,YNT,MU ,K,490,Y,CNY       
XIY,GOQ,MU ,Q,2130,C,CNY       
TAO,KWE,GS ,L,1310,Y,CNY       
YZY,XIY,MU ,J,1850,C,CNY       
PVG,MIG,FM ,Q,2330,C,CNY       
YCU,PVG,FM ,D,1630,C,CNY       
DYG,PVG,FM ,L,850,Y,CNY       
DLC,NGB,JD ,U,410,Y,CNY       
PVG,MIG,HO ,F,3940,F,CNY       
XIY,KWL,9H ,K,980,Y,CNY       
YNT,SHE,MU ,C,2040,C,CNY       
XMN,TNA,SC ,W,1570,Y,CNY       
XMN,CZX,MU ,V,340,Y,CNY       
HFE,HRB,MU ,W,1840,Y,CNY       
CSX,TAO,HO ,S,750,Y,CNY       
XMN,CZX,3U ,E,520,Y,CNY       
TAO,NKG,JD ,M,720,Y,CNY       
NNG,XIY,CA ,Y,1980,Y,CNY       
YNZ,KHN,MU ,E,740,Y,CNY       
TNA,XMN,GT ,V,690,Y,CNY       
LZO,NKG,MU ,Y,1400,Y,CNY       
PVG,LZH,MU ,W,1550,Y,CNY       
JIC,XIY,9H ,A,400,Y,CNY       
DLC,TYN,CZ ,M,1010,Y,CNY       
DYG,XIY,3U ,H,600,Y,CNY       
CKG,TNA,MF ,T,800,Y,CNY       
MIG,NGB,9C ,P,410,Y,CTP       
PVG,LZO,MF ,H,1850,Y,CNY       
DYG,PVG,MU ,J,3190,C,CNY       
LHW,KWE,3U ,T,1300,Y,CNY       
PVG,YBP,MU ,W,1890,Y,CNY       
KWE,TAO,QW ,G,1060,Y,CNY       
PVG,YBP,FM ,S,760,Y,CNY       
XIY,HYN,9H ,U,520,Y,CNY       
JNZ,PVG,MU ,Q,1730,C,CNY       
PVG,BPE,FM ,Y,1390,Y,CNY       
HFE,HRB,3U ,Y,1840,Y,CNY       
XIY,KWL,GJ ,Y,1290,Y,CNY       
DLC,TYN,BK ,W,850,Y,CTP       
DLC,LHW,MF ,H,1870,Y,CNY       
BAV,XIY,MU ,Y,1000,Y,CNY       
NGB,CKG,PN ,M,1240,Y,CTP       
XIY,KWL,CZ ,H,900,Y,CNY       
PVG,FUG,FM ,M,660,Y,CNY       
WNZ,LZO,GJ ,P,1160,Y,CNY       
HGH,WUH,MU ,W,760,Y,CNY       
YNT,NGB,MU ,K,700,Y,CNY       
TNA,CKG,GS ,V,650,Y,CNY       
NGB,CGO,9C ,K,920,Y,CTP       
YNT,NGB,QW ,L,720,Y,CNY       
TAO,CSX,MU ,Q,1810,C,CNY       
XMN,TNA,ZH ,M,1490,Y,CNY       
HRB,HFE,QW ,P,1310,Y,CNY       
YIW,TAO,MU ,R,570,Y,CNY       
YCU,TNA,MU ,Q,1220,C,CNY       
DYG,XIY,3U ,S,490,Y,CNY       
YNT,NGB,SC ,B,850,Y,CNY       
DLC,LHW,CZ ,A,1240,Y,CNY       
CKG,TNA,SC ,B,1690,Y,CNY       
DLC,TYN,FU ,C,3350,C,CNY       
JNZ,PVG,MU ,F,3990,F,CNY       
KWL,LHW,SC ,C,4190,C,CNY       
TAO,CSX,CZ ,H,1170,Y,CNY       
PVG,YBP,ZH ,U,1510,Y,CNY       
HFE,HRB,LT ,B,1900,/,CNY       
KWE,TAO,MU ,I,2510,C,CNY       
LZO,NKG,HO ,U,1130,Y,CNY       
XIY,HYN,9H ,K,1170,Y,CNY       
CGO,KWL,EU ,K,450,Y,CNY       
WUH,HGH,8C ,G,500,Y,CNY       
PVG,ZQZ,KN ,Y,1390,/,CNY       
SHA,DLU,MU ,J,8170,C,CNY       
DYG,LHW,MU ,K,840,Y,CNY       
SHE,YNT,3U ,Y,1080,Y,CNY       
LHW,KWL,CA ,B,1610,Y,CNY       
XIY,KWL,GJ ,B,1160,Y,CNY       
YNT,YNJ,SC ,Q,760,Y,CNY       
TYN,DLC,BK ,O,450,Y,CNY       
CGO,KWL,FM ,J,2530,C,CNY       
KWL,XIY,HU ,U,390,Y,CTP       
XIY,KWL,9H ,V,620,Y,CNY       
PVG,DYG,FM ,D,2200,C,CNY       
LZO,NKG,8L ,M,840,Y,CNY       
LZO,CGO,8L ,C,3870,C,CNY       
BAV,XIY,GJ ,G,800,Y,CNY       
YBP,PVG,MU ,R,1020,Y,CNY       
CAN,LUM,MU ,C,2840,C,CNY       
LZO,PVG,CA ,V,1130,Y,CNY       
DSN,PVG,MU ,J,4200,C,CNY       
JIC,XIY,MU ,F,2290,F,CNY       
JIC,XIY,MU ,D,1560,C,CNY       
BAV,XIY,GS ,V,400,Y,CNY       
YCU,PVG,FM ,M,1130,Y,CNY       
CGO,KWL,GX ,V,670,Y,CNY       
KWL,LHW,CZ ,E,890,Y,CNY       
YNT,NGB,MU ,N,510,Y,CNY       
DSN,PVG,FM ,M,1560,Y,CNY       
YNT,SHE,ZH ,G,900,Y,CNY       
CSX,TAO,CA ,Y,1620,Y,CNY       
TAO,NKG,HO ,V,730,Y,CNY       
INC,HFE,QW ,L,1000,Y,CNY       
TNA,YCU,ZH ,C,2070,C,CNY       
CZX,XMN,MU ,J,4000,C,CNY       
INC,HFE,KY ,G,1570,Y,CNY       
DLC,NGB,DZ ,F,3440,F,CNY       
NGB,KWE,9H ,C,810,Y,CTP       
HDG,PVG,MU ,U,2400,C,CNY       
KWL,LHW,CA ,J,4190,C,CNY       
TAO,KWE,CA ,U,1620,Y,CNY       
CKG,NGB,PN ,Y,2060,Y,CTP       
ZYI,PVG,MU ,E,1200,Y,CNY       
XMN,CZX,KN ,L,650,/,CNY       
NNG,XIY,ZH ,F,3600,F,CNY       
HGH,WUH,MU ,R,410,Y,CNY       
LHW,DLC,MF ,Q,1150,Y,CNY       
TAO,CSX,KY ,B,1470,Y,CNY       
LYI,PVG,FM ,R,500,Y,CNY       
KWL,CGO,CZ ,N,420,Y,CTP       
PVG,YBP,FM ,I,1650,C,CNY       
KWE,NGB,8L ,H,1550,Y,CNY       
XIY,HYN,9H ,V,740,Y,CNY       
HFE,INC,KY ,V,1080,Y,CNY       
KWL,LHW,QW ,Y,1650,Y,CNY       
INC,HFE,SC ,Q,870,Y,CNY       
WUH,HGH,MF ,Q,580,Y,CNY       
PVG,DAT,MU ,K,1190,Y,CNY       
YNT,SHE,DR ,T,350,Y,CNY       
KWE,LHW,EU ,C,1960,C,CNY       
CSX,TAO,MU ,I,1660,C,CNY       
DYG,PVG,CA ,U,1130,Y,CNY       
CZX,XMN,SC ,Z,400,Y,CNY       
YZY,XIY,MU ,I,1460,C,CNY       
CSX,TAO,BK ,U,780,Y,CNY       
DLC,NGB,HU ,X,660,Y,CNY       
HFE,HRB,QW ,V,1010,Y,CNY       
PVG,DLU,MU ,N,1710,Y,CNY       
LHW,KWE,MU ,N,610,Y,CNY       
KWL,XIY,CA ,M,1060,Y,CNY       
HFE,INC,MU ,I,1690,C,CNY       
TNA,CKG,CA ,W,960,Y,CNY       
NGB,CKG,9C ,K,1520,Y,CTP       
CGO,KWL,GT ,D,690,Y,CTP       
TNA,XMN,CA ,S,770,Y,CNY       
HYN,XIY,MU ,N,820,Y,CNY       
TAO,NKG,MU ,R,600,Y,CNY       
TYN,DLC,EU ,H,1010,Y,CNY       
TAO,KWE,QW ,Q,1160,Y,CNY       
TVS,PVG,FM ,E,1080,Y,CNY       
CGO,NGB,PN ,B,1040,Y,CNY       
TAO,YCU,MU ,B,1070,Y,CNY       
LHW,KWE,UQ ,K,1050,Y,CNY       
KWE,NGB,8L ,V,880,Y,CNY       
YNZ,KHN,MU ,D,1390,C,CNY       
LHW,KWE,MU ,E,980,Y,CNY       
SHE,YNT,FM ,K,780,Y,CNY       
GOQ,XIY,MU ,Q,2130,C,CNY       
KWE,TAO,HU ,L,1310,Y,CNY       
XIY,YZY,MU ,J,1850,C,CNY       
DYG,PVG,MU ,L,850,Y,CNY       
LZO,PVG,HO ,M,1600,Y,CNY       
XIY,KWL,MU ,K,570,Y,CNY       
SHE,YNT,GJ ,C,3240,C,CNY       
XMN,TNA,MU ,W,1430,Y,CNY       
CZX,XMN,MU ,V,340,Y,CNY       
HFE,HRB,HU ,W,1840,Y,CNY       
TAO,CSX,MU ,S,610,Y,CNY       
HYN,XIY,CA ,B,1520,Y,CNY       
NKG,TAO,HO ,M,1018,Y,CTP       
XIY,NNG,CA ,Y,1980,Y,CNY       
KHN,YNZ,MU ,E,740,Y,CNY       
XMN,TNA,MU ,V,430,Y,CNY       
BAV,XIY,DR ,Z,300,Y,CNY       
LZH,PVG,ZH ,W,740,Y,CNY       
XIY,JIC,9H ,A,400,Y,CNY       
TYN,DLC,CA ,M,1110,Y,CNY       
DYG,XIY,JD ,H,690,Y,CNY       
TNA,CKG,MF ,T,800,Y,CNY       
YCU,PVG,FM ,J,2760,C,CNY       
LZO,PVG,MF ,H,1850,Y,CNY       
PVG,DYG,MU ,J,3190,C,CNY       
KWE,LHW,3U ,T,1300,Y,CNY       
PVG,YBP,ZH ,W,950,Y,CNY       
XIY,KWL,VD ,C,1420,C,CNY       
PVG,YBP,ZH ,S,760,Y,CNY       
HYN,XIY,9H ,U,520,Y,CNY       
JNZ,PVG,FM ,Q,1400,C,CNY       
BPE,PVG,FM ,Y,1390,Y,CNY       
HRB,HFE,CA ,Y,1840,Y,CNY       
XIY,KWL,SC ,Y,1180,Y,CNY       
TYN,DLC,CZ ,W,1250,Y,CNY       
LHW,DLC,CZ ,H,1490,Y,CNY       
XIY,BAV,8L ,Y,830,Y,CNY       
CKG,NGB,3U ,M,470,Y,CTP       
XIY,KWL,HU ,H,990,Y,CNY       
PVG,FUG,MU ,M,660,Y,CNY       
LZO,WNZ,GJ ,P,1160,Y,CNY       
HGH,WUH,8C ,W,320,Y,CNY       
YNT,NGB,RY ,K,720,Y,CNY       
CKG,TNA,OQ ,V,500,Y,CNY       
CGO,NGB,8L ,K,860,Y,CNY       
YNT,NGB,SC ,L,660,Y,CNY       
HFE,XNN,PN ,M,1140,Y,CNY       
TNA,XMN,ZH ,M,1490,Y,CNY       
HFE,HRB,QW ,P,1310,Y,CNY       
PVG,FUG,FM ,E,590,Y,CNY       
TNA,YCU,ZH ,Q,800,Y,CNY       
DYG,XIY,MU ,S,330,Y,CNY       
YNT,NGB,MU ,B,950,Y,CNY       
WUH,LZO,MU ,C,1670,C,CNY       
CKG,TNA,PN ,B,1640,Y,CNY       
DLC,TYN,G5 ,C,3500,C,CNY       
PVG,JNZ,MU ,F,3990,F,CNY       
KWL,LHW,MU ,C,2310,C,CNY       
CSX,TAO,QW ,H,1360,Y,CNY       
PVG,YBP,MU ,U,4730,C,CNY       
HRB,HFE,ZH ,B,1820,Y,CNY       
TAO,KWE,MU ,I,2510,C,CNY       
TAO,YCU,SC ,C,2110,C,CNY       
GOQ,XIY,MU ,W,1640,Y,CNY       
KWL,CGO,EU ,K,450,Y,CNY       
HGH,WUH,8C ,G,500,Y,CNY       
NGB,CGO,HU ,N,470,Y,CTP       
SHA,DLU,MU ,W,2750,Y,CNY       
YNT,SHE,RY ,Y,1080,Y,CNY       
KWL,LHW,CA ,B,1610,Y,CNY       
KWL,XIY,9H ,B,1190,Y,CNY       
KWE,TAO,CZ ,C,3470,C,CNY       
KWL,CGO,FM ,J,2530,C,CNY       
XIY,KWL,GJ ,U,580,Y,CNY       
XIY,KWL,SC ,V,600,Y,CNY       
DYG,PVG,FM ,D,2200,C,CNY       
LZO,NKG,HO ,M,1200,Y,CNY       
WUH,DSN,HU ,X,710,Y,CNY       
XIY,BAV,GJ ,G,800,Y,CNY       
PVG,YBP,FM ,R,870,Y,CNY       
YCU,TAO,SC ,Q,650,Y,CNY       
LZO,PVG,MU ,V,800,Y,CNY       
XIY,KWL,3U ,S,770,Y,CNY       
XIY,JIC,MU ,D,1560,C,CNY       
BAV,XIY,GJ ,V,730,Y,CNY       
PVG,YCU,FM ,M,1130,Y,CNY       
CGO,KWL,PN ,V,610,Y,CNY       
LHW,KWL,CZ ,E,890,Y,CNY       
YNT,NGB,3U ,N,310,Y,CNY       
PVG,DSN,FM ,M,1560,Y,CNY       
YNT,SHE,A6 ,G,550,Y,CNY       
CSX,TAO,JD ,Y,1620,Y,CNY       
TAO,NKG,ZH ,V,770,Y,CNY       
INC,HFE,SC ,L,1070,Y,CNY       
YNJ,YNT,QW ,W,1240,Y,CNY       
